question,answer_llm,answer_orig,document
What’s the main difference between Kestra and Airflow when it comes to where the Python logic lives?,"The main difference is:

- **Airflow:** the Python file contains both the **workflow/orchestration logic** and often the **business logic**.
- **Kestra:** the **Python script stays separate** as a plain script, and the **YAML flow only defines when and how to run it**.

So, Kestra separates orchestration from code, while Airflow tends to mix them together in Python.","Yes. You have three options that require no hand-written YAML or code:

- **The no-code form editor** builds a flow from a form instead of YAML. It is form-based (not drag-and-drop like n8n), so it suits people who don't want to edit YAML directly.
- **The AI Copilot** generates a flow from a natural-language description, and you can iterate with follow-up messages to add tasks or change the order. See the [AI Copilot lesson](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/03-orchestration/lessons/04-ai-copilot.md).
- **External agent skills** (Claude Code, Codex, Kestra CTL) let you generate flows and push them into Kestra from your editor without touching the Kestra UI.

Unlike Airflow, where business logic and orchestration logic are intertwined in Python, Kestra keeps the two separate: your Python script stays a plain script, and the workflow YAML just describes how and when to run it. This is closer to a cron job than to a traditional Airflow DAG.

For simple point-to-point automations (e.g. ""post a Slack message when a YouTube video goes live""), a tool like Zapier or n8n may be simpler and cheaper. Kestra's advantage is observability, retries, and handling more complex or technical workflows in one place.",bfe5502c30
"For a simple automation like sending a Slack alert when something happens, would Zapier or n8n be a better fit than Kestra?","For a simple point-to-point automation like sending a Slack alert when something happens, **Zapier or n8n would likely be a better fit than Kestra**.

From the context:
- **Zapier/n8n** are described as simpler and cheaper for basic automations.
- **Kestra** is stronger when you need **observability, retries, and more complex or technical workflows** in one place.

So for your example, I’d choose **Zapier or n8n** unless you specifically want Kestra’s orchestration features.","Yes. You have three options that require no hand-written YAML or code:

- **The no-code form editor** builds a flow from a form instead of YAML. It is form-based (not drag-and-drop like n8n), so it suits people who don't want to edit YAML directly.
- **The AI Copilot** generates a flow from a natural-language description, and you can iterate with follow-up messages to add tasks or change the order. See the [AI Copilot lesson](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/03-orchestration/lessons/04-ai-copilot.md).
- **External agent skills** (Claude Code, Codex, Kestra CTL) let you generate flows and push them into Kestra from your editor without touching the Kestra UI.

Unlike Airflow, where business logic and orchestration logic are intertwined in Python, Kestra keeps the two separate: your Python script stays a plain script, and the workflow YAML just describes how and when to run it. This is closer to a cron job than to a traditional Airflow DAG.

For simple point-to-point automations (e.g. ""post a Slack message when a YouTube video goes live""), a tool like Zapier or n8n may be simpler and cheaper. Kestra's advantage is observability, retries, and handling more complex or technical workflows in one place.",bfe5502c30
Why does ChatGPT sometimes invent Kestra plugin fields like bucket or name in flow YAML?,"Because a generic AI like ChatGPT is not grounded in the exact Kestra plugin schema for your running version, it may generate plausible but invalid field names such as `bucket` or `name`.

For example, for `io.kestra.plugin.gcp.gcs.Upload`, it may invent:

```yaml
bucket: ""my-bucket""
name: ""path/to/file""
```

when the real field is:

```yaml
to: ""gs://my-bucket/path/to/file""
```

So the short answer is: it’s hallucinating based on patterns, not reading Kestra’s live plugin definitions.

To avoid this:
- Check the official Kestra plugin docs for your version
- Use Kestra’s built-in AI Copilot
- Validate the YAML in your Kestra environment

Plugin fields can also vary by version, so what works in one release may be invalid in another.","A general AI (e.g., ChatGPT) isn't grounded in Kestra's plugin schemas for your running version, so it can surface plausible but invalid property names (such as `bucket`/`name`) instead of the real, version-specific property. For example:

**GCS Upload** — invented `bucket`/`name` props vs. the real `to` property:

```yaml
# Incorrect (invented props)
- id: upload_to_gcs
  type: ""io.kestra.plugin.gcp.gcs.Upload""
  bucket: ""my-bucket""
  name: ""path/to/file""

# Correct
- id: upload_to_gcs
  type: ""io.kestra.plugin.gcp.gcs.Upload""
  to: ""gs://my-bucket/path/to/file""
```

**BigQuery LoadFromGcs** — split `projectId`/`dataset`/`table` vs. the real `destinationTable`:

```yaml
# Incorrect (pseudo-split properties)
- id: load_to_bq
  type: ""io.kestra.plugin.gcp.bigquery.LoadFromGcs""
  projectId: ""my-project""
  dataset: ""my_dataset""
  table: ""my_table""

# Correct
- id: load_to_bq
  type: ""io.kestra.plugin.gcp.bigquery.LoadFromGcs""
  destinationTable: ""my-project.my_dataset.my_table""
```

To avoid this:

- Cross-check generated YAML against the official plugin docs: https://kestra.io/plugins/plugin-gcp
- Use Kestra's built-in AI Copilot, which is grounded in the current plugin schema for your running version.
- Validate and test your YAML in your Kestra environment to ensure it parses and runs as expected.

Note that plugin properties can vary by plugin version; what's correct in one release may be invalid in another. If you share a snippet, we can help verify it against the docs.",93a3e8b98c
How can I check whether the YAML a generic AI gave me actually matches the Kestra plugin docs?,"Check it against the official plugin docs for your Kestra version, especially the plugin page:

https://kestra.io/plugins/plugin-gcp

A good workflow is:

- Compare each property in the generated YAML to the plugin docs
- Look for version-specific differences
- Validate the YAML in your Kestra environment to see whether it parses and runs

If you want, paste the YAML snippet here and I can help verify it against the docs.","A general AI (e.g., ChatGPT) isn't grounded in Kestra's plugin schemas for your running version, so it can surface plausible but invalid property names (such as `bucket`/`name`) instead of the real, version-specific property. For example:

**GCS Upload** — invented `bucket`/`name` props vs. the real `to` property:

```yaml
# Incorrect (invented props)
- id: upload_to_gcs
  type: ""io.kestra.plugin.gcp.gcs.Upload""
  bucket: ""my-bucket""
  name: ""path/to/file""

# Correct
- id: upload_to_gcs
  type: ""io.kestra.plugin.gcp.gcs.Upload""
  to: ""gs://my-bucket/path/to/file""
```

**BigQuery LoadFromGcs** — split `projectId`/`dataset`/`table` vs. the real `destinationTable`:

```yaml
# Incorrect (pseudo-split properties)
- id: load_to_bq
  type: ""io.kestra.plugin.gcp.bigquery.LoadFromGcs""
  projectId: ""my-project""
  dataset: ""my_dataset""
  table: ""my_table""

# Correct
- id: load_to_bq
  type: ""io.kestra.plugin.gcp.bigquery.LoadFromGcs""
  destinationTable: ""my-project.my_dataset.my_table""
```

To avoid this:

- Cross-check generated YAML against the official plugin docs: https://kestra.io/plugins/plugin-gcp
- Use Kestra's built-in AI Copilot, which is grounded in the current plugin schema for your running version.
- Validate and test your YAML in your Kestra environment to ensure it parses and runs as expected.

Note that plugin properties can vary by plugin version; what's correct in one release may be invalid in another. If you share a snippet, we can help verify it against the docs.",93a3e8b98c
What is the correct way to write a GCS Upload step in Kestra instead of using bucket and name?,"The correct way is to use the `to` property with a full GCS URI:

```yaml
- id: upload_to_gcs
  type: ""io.kestra.plugin.gcp.gcs.Upload""
  to: ""gs://my-bucket/path/to/file""
```

Instead of `bucket` and `name`, Kestra expects the destination in `to`.","A general AI (e.g., ChatGPT) isn't grounded in Kestra's plugin schemas for your running version, so it can surface plausible but invalid property names (such as `bucket`/`name`) instead of the real, version-specific property. For example:

**GCS Upload** — invented `bucket`/`name` props vs. the real `to` property:

```yaml
# Incorrect (invented props)
- id: upload_to_gcs
  type: ""io.kestra.plugin.gcp.gcs.Upload""
  bucket: ""my-bucket""
  name: ""path/to/file""

# Correct
- id: upload_to_gcs
  type: ""io.kestra.plugin.gcp.gcs.Upload""
  to: ""gs://my-bucket/path/to/file""
```

**BigQuery LoadFromGcs** — split `projectId`/`dataset`/`table` vs. the real `destinationTable`:

```yaml
# Incorrect (pseudo-split properties)
- id: load_to_bq
  type: ""io.kestra.plugin.gcp.bigquery.LoadFromGcs""
  projectId: ""my-project""
  dataset: ""my_dataset""
  table: ""my_table""

# Correct
- id: load_to_bq
  type: ""io.kestra.plugin.gcp.bigquery.LoadFromGcs""
  destinationTable: ""my-project.my_dataset.my_table""
```

To avoid this:

- Cross-check generated YAML against the official plugin docs: https://kestra.io/plugins/plugin-gcp
- Use Kestra's built-in AI Copilot, which is grounded in the current plugin schema for your running version.
- Validate and test your YAML in your Kestra environment to ensure it parses and runs as expected.

Note that plugin properties can vary by plugin version; what's correct in one release may be invalid in another. If you share a snippet, we can help verify it against the docs.",93a3e8b98c
"For LoadFromGcs, why is destinationTable used instead of separate projectId, dataset, and table fields?","`destinationTable` is used because that’s the actual property defined by the Kestra `io.kestra.plugin.gcp.bigquery.LoadFromGcs` plugin. It expects the full BigQuery destination in one value, like:

```yaml
destinationTable: ""my-project.my_dataset.my_table""
```

Instead of separate `projectId`, `dataset`, and `table` fields.","A general AI (e.g., ChatGPT) isn't grounded in Kestra's plugin schemas for your running version, so it can surface plausible but invalid property names (such as `bucket`/`name`) instead of the real, version-specific property. For example:

**GCS Upload** — invented `bucket`/`name` props vs. the real `to` property:

```yaml
# Incorrect (invented props)
- id: upload_to_gcs
  type: ""io.kestra.plugin.gcp.gcs.Upload""
  bucket: ""my-bucket""
  name: ""path/to/file""

# Correct
- id: upload_to_gcs
  type: ""io.kestra.plugin.gcp.gcs.Upload""
  to: ""gs://my-bucket/path/to/file""
```

**BigQuery LoadFromGcs** — split `projectId`/`dataset`/`table` vs. the real `destinationTable`:

```yaml
# Incorrect (pseudo-split properties)
- id: load_to_bq
  type: ""io.kestra.plugin.gcp.bigquery.LoadFromGcs""
  projectId: ""my-project""
  dataset: ""my_dataset""
  table: ""my_table""

# Correct
- id: load_to_bq
  type: ""io.kestra.plugin.gcp.bigquery.LoadFromGcs""
  destinationTable: ""my-project.my_dataset.my_table""
```

To avoid this:

- Cross-check generated YAML against the official plugin docs: https://kestra.io/plugins/plugin-gcp
- Use Kestra's built-in AI Copilot, which is grounded in the current plugin schema for your running version.
- Validate and test your YAML in your Kestra environment to ensure it parses and runs as expected.

Note that plugin properties can vary by plugin version; what's correct in one release may be invalid in another. If you share a snippet, we can help verify it against the docs.",93a3e8b98c
How do I avoid broken Kestra YAML when the plugin version I’m using is different from the one the AI seems to know?,"To avoid broken Kestra YAML when the AI’s knowledge doesn’t match your plugin version:

- **Don’t trust the generated YAML blindly.** Kestra plugin properties are **version-specific**, so an AI may invent valid-looking but wrong fields.
- **Cross-check against the official plugin docs** for your version: https://kestra.io/plugins/plugin-gcp
- **Use Kestra’s built-in AI Copilot** if possible, since it is grounded in the **current plugin schema** for your running Kestra version.
- **Validate and run-test the flow in your Kestra environment** to catch schema mismatches early.

If you want, paste the YAML snippet here and I can help verify whether it matches the documented plugin schema.","A general AI (e.g., ChatGPT) isn't grounded in Kestra's plugin schemas for your running version, so it can surface plausible but invalid property names (such as `bucket`/`name`) instead of the real, version-specific property. For example:

**GCS Upload** — invented `bucket`/`name` props vs. the real `to` property:

```yaml
# Incorrect (invented props)
- id: upload_to_gcs
  type: ""io.kestra.plugin.gcp.gcs.Upload""
  bucket: ""my-bucket""
  name: ""path/to/file""

# Correct
- id: upload_to_gcs
  type: ""io.kestra.plugin.gcp.gcs.Upload""
  to: ""gs://my-bucket/path/to/file""
```

**BigQuery LoadFromGcs** — split `projectId`/`dataset`/`table` vs. the real `destinationTable`:

```yaml
# Incorrect (pseudo-split properties)
- id: load_to_bq
  type: ""io.kestra.plugin.gcp.bigquery.LoadFromGcs""
  projectId: ""my-project""
  dataset: ""my_dataset""
  table: ""my_table""

# Correct
- id: load_to_bq
  type: ""io.kestra.plugin.gcp.bigquery.LoadFromGcs""
  destinationTable: ""my-project.my_dataset.my_table""
```

To avoid this:

- Cross-check generated YAML against the official plugin docs: https://kestra.io/plugins/plugin-gcp
- Use Kestra's built-in AI Copilot, which is grounded in the current plugin schema for your running version.
- Validate and test your YAML in your Kestra environment to ensure it parses and runs as expected.

Note that plugin properties can vary by plugin version; what's correct in one release may be invalid in another. If you share a snippet, we can help verify it against the docs.",93a3e8b98c
Why do we need to track token usage in Kestra flows when calling an LLM?,"We track token usage because it directly affects cost and control in LLM calls:

- **LLM providers bill by tokens**, so tracking usage helps you estimate and control spend.
- **Costs can add up quickly in Kestra flows**, especially if flows run on schedules or in loops.
- It helps with **prompt optimization** by showing where you can reduce input/output tokens.
- It provides **guardrails**, so you can detect and stop runaway jobs before they become expensive.

In practice, you can read token counts from the model response, like `usage.total_tokens`, and log or monitor them in your flow.","Token usage is tracked because it maps directly to what LLM providers charge you for, and Kestra workflows run LLM calls on a schedule or in loops where costs add up fast. The main reasons:

- **Cost control**: tokens are the unit providers bill by, so tracking usage lets you budget, forecast, and spot cost spikes before they get expensive.
- **Prompt optimization**: seeing how many tokens each prompt and response consumes helps you tighten prompts and trim output without losing quality.
- **Guardrails**: in long-running or looping flows, usage monitoring lets you set thresholds and alerts so a runaway task doesn't quietly rack up a large bill.

In practice, each AI task in a Kestra flow can capture usage from the provider's response (for example `usage.total_tokens`), and you can surface those numbers in logs, metrics, or dashboards to keep an eye on spend per run.",a4adc70f41
How does monitoring tokens help with cost control in scheduled or looping AI workflows?,"Monitoring tokens helps with cost control because LLM providers bill by token. In scheduled or looping workflows, those small per-call costs can add up quickly.

By tracking token usage, you can:
- budget and forecast spend,
- catch cost spikes early,
- optimize prompts to use fewer tokens,
- and set thresholds or alerts so a runaway loop doesn’t quietly rack up a large bill.

","Token usage is tracked because it maps directly to what LLM providers charge you for, and Kestra workflows run LLM calls on a schedule or in loops where costs add up fast. The main reasons:

- **Cost control**: tokens are the unit providers bill by, so tracking usage lets you budget, forecast, and spot cost spikes before they get expensive.
- **Prompt optimization**: seeing how many tokens each prompt and response consumes helps you tighten prompts and trim output without losing quality.
- **Guardrails**: in long-running or looping flows, usage monitoring lets you set thresholds and alerts so a runaway task doesn't quietly rack up a large bill.

In practice, each AI task in a Kestra flow can capture usage from the provider's response (for example `usage.total_tokens`), and you can surface those numbers in logs, metrics, or dashboards to keep an eye on spend per run.",a4adc70f41
Can token counts be used to improve prompts and reduce the number of tokens used?,"Yes. Token counts are used to improve prompts and reduce token usage by showing how many tokens each prompt and response consumes, which helps you tighten prompts and trim output without losing quality.","Token usage is tracked because it maps directly to what LLM providers charge you for, and Kestra workflows run LLM calls on a schedule or in loops where costs add up fast. The main reasons:

- **Cost control**: tokens are the unit providers bill by, so tracking usage lets you budget, forecast, and spot cost spikes before they get expensive.
- **Prompt optimization**: seeing how many tokens each prompt and response consumes helps you tighten prompts and trim output without losing quality.
- **Guardrails**: in long-running or looping flows, usage monitoring lets you set thresholds and alerts so a runaway task doesn't quietly rack up a large bill.

In practice, each AI task in a Kestra flow can capture usage from the provider's response (for example `usage.total_tokens`), and you can surface those numbers in logs, metrics, or dashboards to keep an eye on spend per run.",a4adc70f41
What’s the point of adding alerts or limits for token usage in a long-running Kestra job?,"To prevent a long-running or looping Kestra job from silently racking up a big bill.

Alerts or limits help with:
- **Cost control**: token usage maps directly to provider charges.
- **Guardrails**: you can catch runaway tasks before they get expensive.
- **Monitoring**: it’s easier to spot spikes and keep spend under control.

","Token usage is tracked because it maps directly to what LLM providers charge you for, and Kestra workflows run LLM calls on a schedule or in loops where costs add up fast. The main reasons:

- **Cost control**: tokens are the unit providers bill by, so tracking usage lets you budget, forecast, and spot cost spikes before they get expensive.
- **Prompt optimization**: seeing how many tokens each prompt and response consumes helps you tighten prompts and trim output without losing quality.
- **Guardrails**: in long-running or looping flows, usage monitoring lets you set thresholds and alerts so a runaway task doesn't quietly rack up a large bill.

In practice, each AI task in a Kestra flow can capture usage from the provider's response (for example `usage.total_tokens`), and you can surface those numbers in logs, metrics, or dashboards to keep an eye on spend per run.",a4adc70f41
How can a Kestra task read token usage from an LLM response and show it in logs or dashboards?,"A Kestra task can read the token usage from the LLM provider’s response object and then log or emit that value for observability.

For example, the context says you can capture fields like:

- `usage.total_tokens`
- `response.usage.input_tokens`
- `response.usage.prompt_tokens`

Then you can surface those numbers in:

- **logs** — print the token count in the task output
- **metrics/dashboards** — send the value as a metric so you can track spend per run

The key idea is to extract the usage from the model response, not compute it separately with a generic tokenizer, and then expose it in Kestra’s logging or monitoring layer.

","Token usage is tracked because it maps directly to what LLM providers charge you for, and Kestra workflows run LLM calls on a schedule or in loops where costs add up fast. The main reasons:

- **Cost control**: tokens are the unit providers bill by, so tracking usage lets you budget, forecast, and spot cost spikes before they get expensive.
- **Prompt optimization**: seeing how many tokens each prompt and response consumes helps you tighten prompts and trim output without losing quality.
- **Guardrails**: in long-running or looping flows, usage monitoring lets you set thresholds and alerts so a runaway task doesn't quietly rack up a large bill.

In practice, each AI task in a Kestra flow can capture usage from the provider's response (for example `usage.total_tokens`), and you can surface those numbers in logs, metrics, or dashboards to keep an eye on spend per run.",a4adc70f41
How can I get rid of the Docker Desktop error about a path under /tmp not being shared from the host when I start Kestra?,"Add `/tmp` to Docker Desktop’s file sharing list.

Steps:
1. Open Docker Desktop.
2. Go to **Settings**.
3. Open **Resources > File Sharing**.
4. Click **+** and add `/tmp`  
   - or the exact path shown in the error, like `/tmp/kestra-wd`
5. Click **Apply & restart**.

Then run Kestra again with:

```bash
docker compose up -d
```

","This error means Docker Desktop isn't allowed to access the host path the container is trying to mount (commonly `/tmp/kestra-wd` when running Kestra). Add the path to Docker Desktop's file sharing list:

1. Open Docker Desktop.
2. Click the gear icon (Settings) in the top right.
3. Go to **Resources > File Sharing**.
4. Click the **+** (Add) button.
5. Enter `/tmp` (or the specific path like `/tmp/kestra-wd`) and press Enter.
6. Click **Apply & restart**.

Once Docker restarts, rerun `docker compose up -d` to start Kestra.",dd8b4c9fda
What should I change in Docker Desktop if a container fails to mount /tmp/kestra-wd with a 'mounts denied' message?,"Add `/tmp` to Docker Desktop’s file sharing list.

Go to **Docker Desktop → Settings → Resources → File Sharing**, click **+**, add `/tmp` (or `/tmp/kestra-wd`), then **Apply & restart**.","This error means Docker Desktop isn't allowed to access the host path the container is trying to mount (commonly `/tmp/kestra-wd` when running Kestra). Add the path to Docker Desktop's file sharing list:

1. Open Docker Desktop.
2. Click the gear icon (Settings) in the top right.
3. Go to **Resources > File Sharing**.
4. Click the **+** (Add) button.
5. Enter `/tmp` (or the specific path like `/tmp/kestra-wd`) and press Enter.
6. Click **Apply & restart**.

Once Docker restarts, rerun `docker compose up -d` to start Kestra.",dd8b4c9fda
I keep seeing 'The path /tmp/... is not shared from the host' in Docker — where do I add that folder so Kestra can run?,"Add it in **Docker Desktop**:

1. Open **Docker Desktop**
2. Click the **gear icon** for **Settings**
3. Go to **Resources > File Sharing**
4. Click **+**
5. Add **`/tmp`** or the exact folder, e.g. **`/tmp/kestra-wd`**
6. Click **Apply & restart**

After Docker restarts, run `docker compose up -d` again.","This error means Docker Desktop isn't allowed to access the host path the container is trying to mount (commonly `/tmp/kestra-wd` when running Kestra). Add the path to Docker Desktop's file sharing list:

1. Open Docker Desktop.
2. Click the gear icon (Settings) in the top right.
3. Go to **Resources > File Sharing**.
4. Click the **+** (Add) button.
5. Enter `/tmp` (or the specific path like `/tmp/kestra-wd`) and press Enter.
6. Click **Apply & restart**.

Once Docker restarts, rerun `docker compose up -d` to start Kestra.",dd8b4c9fda
Is there a Docker Desktop setting that lets me allow access to /tmp so docker compose up works again?,"Yes — in Docker Desktop you can allow `/tmp` by adding it to the **File Sharing** list:

1. Open **Docker Desktop**
2. Click **Settings** (gear icon)
3. Go to **Resources > File Sharing**
4. Click **+**
5. Add `/tmp`  
   (or the specific subpath, like `/tmp/kestra-wd`)
6. Click **Apply & restart**

After Docker restarts, run `docker compose up` again.","This error means Docker Desktop isn't allowed to access the host path the container is trying to mount (commonly `/tmp/kestra-wd` when running Kestra). Add the path to Docker Desktop's file sharing list:

1. Open Docker Desktop.
2. Click the gear icon (Settings) in the top right.
3. Go to **Resources > File Sharing**.
4. Click the **+** (Add) button.
5. Enter `/tmp` (or the specific path like `/tmp/kestra-wd`) and press Enter.
6. Click **Apply & restart**.

Once Docker restarts, rerun `docker compose up -d` to start Kestra.",dd8b4c9fda
"After I fix the file sharing path in Docker Desktop, do I need to restart anything before rerunning Kestra?","Yes — after adding the path in Docker Desktop, click **Apply & restart** so Docker restarts first. Then rerun:

```bash
docker compose up -d
```

","This error means Docker Desktop isn't allowed to access the host path the container is trying to mount (commonly `/tmp/kestra-wd` when running Kestra). Add the path to Docker Desktop's file sharing list:

1. Open Docker Desktop.
2. Click the gear icon (Settings) in the top right.
3. Go to **Resources > File Sharing**.
4. Click the **+** (Add) button.
5. Enter `/tmp` (or the specific path like `/tmp/kestra-wd`) and press Enter.
6. Click **Apply & restart**.

Once Docker restarts, rerun `docker compose up -d` to start Kestra.",dd8b4c9fda
"For the Module 3 Kestra homework, what exactly am I supposed to upload as my submission if I built everything in the Kestra UI?","Upload the **Kestra flow YAML files** you created or edited for the homework to a **public repo** and submit the **repo link**.

If you also made any scripts those flows call, include them too. A README is optional.

A good structure would be something like:

- `module-3/flows/` → your flow YAML files
- any helper scripts used by the flows

Then paste the GitHub/public repo link into the submission form. The individual homework answers go into the form fields separately.","The submission form asks for a link to a public repo (GitHub or any code-hosting site), but unlike earlier modules the work happens inside the Kestra UI rather than as code you write from scratch. That leaves people unsure what to put in the repo.

Download the Kestra flows you created or edited for the homework and commit them to the repo. The flow YAML files are the code you submit. If you also wrote or tweaked any scripts the flows call, include those too. A README summarizing your answers is welcome but not required as long as the flow files are there.

Put the flows in a folder (e.g. `module-3/flows/`), make the repo public, and paste the link in the submission form. The form answers (Q1, Q2, etc.) are separate and go directly into the form fields.",f29f622684
"Do I need to put the Kestra flows into a public GitHub repo, and is that what the homework link should point to?","Yes — for Module 3, you should put the Kestra flow YAML files into a **public repo** and submit that repo link.

What to include:
- the **flow files** you created or edited in Kestra
- any **scripts** those flows call, if you used any
- optionally a short **README**, but it’s not required

What the submission link should point to:
- a **public GitHub repo** or any public code-hosting repo
- preferably with the flows in a folder like `module-3/flows/`

The **form answers** themselves (Q1, Q2, etc.) go into the homework form fields separately, not in the repo.","The submission form asks for a link to a public repo (GitHub or any code-hosting site), but unlike earlier modules the work happens inside the Kestra UI rather than as code you write from scratch. That leaves people unsure what to put in the repo.

Download the Kestra flows you created or edited for the homework and commit them to the repo. The flow YAML files are the code you submit. If you also wrote or tweaked any scripts the flows call, include those too. A README summarizing your answers is welcome but not required as long as the flow files are there.

Put the flows in a folder (e.g. `module-3/flows/`), make the repo public, and paste the link in the submission form. The form answers (Q1, Q2, etc.) are separate and go directly into the form fields.",f29f622684
"If I only changed flows inside Kestra, what files should I commit for the homework?","Commit the **Kestra flow YAML files** you created or edited.

If you also changed any scripts those flows call, include those too. A README is optional.","The submission form asks for a link to a public repo (GitHub or any code-hosting site), but unlike earlier modules the work happens inside the Kestra UI rather than as code you write from scratch. That leaves people unsure what to put in the repo.

Download the Kestra flows you created or edited for the homework and commit them to the repo. The flow YAML files are the code you submit. If you also wrote or tweaked any scripts the flows call, include those too. A README summarizing your answers is welcome but not required as long as the flow files are there.

Put the flows in a folder (e.g. `module-3/flows/`), make the repo public, and paste the link in the submission form. The form answers (Q1, Q2, etc.) are separate and go directly into the form fields.",f29f622684
"Should I also include any scripts that the Kestra flows run, or are the flow YAML files enough?","Yes — if your flows call any scripts, you should include those scripts too.

The flow YAML files are the main thing to submit, but the context also says: “If you also wrote or tweaked any scripts the flows call, include those too.”

So in practice:
- include the Kestra flow YAML files
- include any custom Python/bash/etc. scripts they run
- put them in your public repo and share the link","The submission form asks for a link to a public repo (GitHub or any code-hosting site), but unlike earlier modules the work happens inside the Kestra UI rather than as code you write from scratch. That leaves people unsure what to put in the repo.

Download the Kestra flows you created or edited for the homework and commit them to the repo. The flow YAML files are the code you submit. If you also wrote or tweaked any scripts the flows call, include those too. A README summarizing your answers is welcome but not required as long as the flow files are there.

Put the flows in a folder (e.g. `module-3/flows/`), make the repo public, and paste the link in the submission form. The form answers (Q1, Q2, etc.) are separate and go directly into the form fields.",f29f622684
"Do I need a README for the Module 3 homework repo, or is it fine to submit just the flow files?",A README is welcome but not required. The important part is to submit the flow YAML files in a public repo.,"The submission form asks for a link to a public repo (GitHub or any code-hosting site), but unlike earlier modules the work happens inside the Kestra UI rather than as code you write from scratch. That leaves people unsure what to put in the repo.

Download the Kestra flows you created or edited for the homework and commit them to the repo. The flow YAML files are the code you submit. If you also wrote or tweaked any scripts the flows call, include those too. A README summarizing your answers is welcome but not required as long as the flow files are there.

Put the flows in a folder (e.g. `module-3/flows/`), make the repo public, and paste the link in the submission form. The form answers (Q1, Q2, etc.) are separate and go directly into the form fields.",f29f622684
Why am I getting a JSONDecodeError: Expecting value when I try to parse the LLM output for ground-truth questions?,"The `JSONDecodeError: Expecting value` usually happens because the LLM didn’t return **pure JSON**. It may have wrapped the JSON in a markdown code fence or added extra prose before/after it, so `json.loads(response)` fails on the first character.

To fix it, force the model to output JSON:

```python
response = openai_client.chat.completions.create(
    model='gpt-4o-mini',
    messages=[{""role"": ""user"", ""content"": prompt}],
    response_format={""type"": ""json_object""},
)
parsed = json.loads(response.choices[0].message.content)
```

Also make the prompt very explicit about the format, for example:

```text
Output a JSON object with a single key ""questions"" whose value is a list of 5 strings.
Do not include any extra text, explanation, or formatting.
```

If you're using another provider, most have an equivalent JSON mode, like Gemini’s `response_mime_type=""application/json""` or Groq’s `response_format`.","The LLM sometimes wraps the JSON in a markdown code fence or adds prose around it, so `json.loads(response)` fails with:

```
JSONDecodeError: Expecting value: line 1 column 1 (char 0)
```

Force JSON output with OpenAI's `response_format`:

```python
response = openai_client.chat.completions.create(
    model='gpt-4o-mini',
    messages=[{""role"": ""user"", ""content"": prompt}],
    response_format={""type"": ""json_object""},
)
parsed = json.loads(response.choices[0].message.content)
```

Also be explicit in the prompt about the expected shape:

```
Output a JSON object with a single key ""questions"" whose value is a list of 5 strings.
Do not include any extra text, explanation, or formatting.
```

Most providers have an equivalent (Gemini's `response_mime_type=""application/json""`, Groq's `response_format`, etc.).",a3c7e1b4f9
How can I make the model return only valid JSON instead of wrapping it in code fences or adding extra text?,"Use the model/provider’s JSON mode and make the prompt explicit.

For OpenAI, set:

```python
response = openai_client.chat.completions.create(
    model='gpt-4o-mini',
    messages=[{""role"": ""user"", ""content"": prompt}],
    response_format={""type"": ""json_object""},
)
parsed = json.loads(response.choices[0].message.content)
```

Also instruct it clearly, for example:

> Output a JSON object with a single key `""questions""` whose value is a list of 5 strings.  
> Do not include any extra text, explanation, or formatting.

Other providers often have equivalents, like Gemini’s `response_mime_type=""application/json""` or Groq’s `response_format`.","The LLM sometimes wraps the JSON in a markdown code fence or adds prose around it, so `json.loads(response)` fails with:

```
JSONDecodeError: Expecting value: line 1 column 1 (char 0)
```

Force JSON output with OpenAI's `response_format`:

```python
response = openai_client.chat.completions.create(
    model='gpt-4o-mini',
    messages=[{""role"": ""user"", ""content"": prompt}],
    response_format={""type"": ""json_object""},
)
parsed = json.loads(response.choices[0].message.content)
```

Also be explicit in the prompt about the expected shape:

```
Output a JSON object with a single key ""questions"" whose value is a list of 5 strings.
Do not include any extra text, explanation, or formatting.
```

Most providers have an equivalent (Gemini's `response_mime_type=""application/json""`, Groq's `response_format`, etc.).",a3c7e1b4f9
